External ID,Number,Amount,Date,Journal,Partner,Reference,Journal Items/Account/Name,Journal Items/Label,Journal Items/Credit,Journal Items/Debit,Journal Items/Date Accounting,Journal Items/Date,Journal Items/Partner/Name
__export__.account_move_451_723949a6,MISC/2020/0005,30000000,2020-10-27,__export__.account_journal_3_bd951307,,,Dự phòng giảm giá chứng khoán kinh doanh,,30000000,,,2020-10-27,
,,,,,,,Chi phí tài chính,,,30000000,,2020-10-27,
__export__.account_move_2015_8f04cdc5,MISC/2020/0465,300000001,2020-10-26,__export__.account_journal_3_bd951307,__export__.res_partner_61_5ac5b748,217 Phạt vi phạm hợp đồng,Bank,,300000001,,,2020-10-26,Borrower 1
,,,,,,,Cho vay,Phạt vi phạm hợp đồng,,300000001,,2020-10-26,Borrower 1
__export__.account_move_439_0727e4ab,MISC/2020/0006,7000000,2020-10-26,__export__.account_journal_3_bd951307,,,Dự phòng phải thu dài hạn khó đòi,,7000000,,,2020-10-26,
,,,,,,,Chi phí bằng tiền khác,,,7000000,,2020-10-26,
__export__.account_move_2014_90653998,MISC/2020/0464,170000001,2020-10-25,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,216 Phạt vi phạm hợp đồng,Bank,,170000001,,,2020-10-25,
,,,,,,,Bảo hiểm xã hội,Phạt vi phạm hợp đồng,,170000001,,2020-10-25,BHXH
__export__.account_move_2013_1ac362c7,MISC/2020/0463,40000001,2020-10-24,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,215 Phạt vi phạm hợp đồng,Bank,,40000001,,,2020-10-24,Customer 4
,,,,,,,"Phải trả, phải nộp khác",Phạt vi phạm hợp đồng,,40000001,,2020-10-24,Customer 4
__export__.account_move_2012_a1127674,MISC/2020/0462,3,2020-10-23,__export__.account_journal_3_bd951307,,214,Dự phòng giảm giá chứng khoán kinh doanh,Hoạt động đầu tư tài chính,3,,,2020-10-23,
,,,,,,,Chi phí tài chính khác,,,3,,2020-10-23,
__export__.account_move_2011_8035feea,MISC/2020/0461,30000001,2020-10-22,__export__.account_journal_3_bd951307,,213,Dự phòng giảm giá chứng khoán kinh doanh,Hoạt động đầu tư tài chính,30000001,,,2020-10-22,
,,,,,,,Chi phí tài chính khác,,,30000001,,2020-10-22,
__export__.account_move_435_738b70a6,MISC/2020/0010,20000000,2020-10-22,__export__.account_journal_3_bd951307,,,Hàng bán bị trả lại,,20000000,,,2020-10-22,
,,,,,,,Doanh thu bán các thành phẩm,,,20000000,,2020-10-22,
__export__.account_move_2010_5bcaab53,MISC/2020/0460,7000001,2020-10-21,__export__.account_journal_3_bd951307,,212,Dự phòng phải thu dài hạn khó đòi,,7000001,,,2020-10-21,
,,,,,,,Chi phí bằng tiền khác,,,7000001,,2020-10-21,
__export__.account_move_434_55e4f615,MISC/2020/0011,30000000,2020-10-21,__export__.account_journal_3_bd951307,,,Giảm giá hàng bán,,30000000,,,2020-10-21,
,,,,,,,Doanh thu cung cấp dịch vụ,,,30000000,,2020-10-21,
__export__.account_move_433_b24da21d,MISC/2020/0012,11000000,2020-10-20,__export__.account_journal_3_bd951307,,,Chiết khấu thương mại,,11000000,,,2020-10-20,
,,,,,,,Doanh thu bán hàng hóa,,,11000000,,2020-10-20,
__export__.account_move_432_dd42938c,MISC/2020/0013,100000000,2020-10-19,__export__.account_journal_3_bd951307,,,Quỹ phúc lợi,,100000000,,,2020-10-19,
,,,,,,,Lợi nhuận chưa phân phối năm trước,,,100000000,,2020-10-19,
__export__.account_move_431_fe70c06f,MISC/2020/0014,1000000000,2020-10-18,__export__.account_journal_3_bd951307,,,Lợi nhuận chưa phân phối năm trước,,1000000000,,,2020-10-18,
,,,,,,,Bank,,,1000000000,,2020-10-18,
__export__.account_move_2478_476a8ad1,MISC/2020/0511,30000000,2020-10-17,__export__.account_journal_3_bd951307,,207,Doanh thu cung cấp dịch vụ,,,30000000,,2020-10-17,
,,,,,,,Giảm giá hàng bán,,30000000,,,2020-10-17,
__export__.account_move_2009_e8962b62,MISC/2020/0459,20000000,2020-10-17,vn_accounting.record_account_journal_closing_balance,,208 Manual,Hàng bán bị trả lại,,20000000,,,2020-10-17,
,,,,,,,Doanh thu bán các thành phẩm,,,20000000,,2020-10-17,
__export__.account_move_430_7024de75,MISC/2020/0015,20000000,2020-10-17,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,,"Phải trả, phải nộp khác",,20000000,,,2020-10-17,Customer 4
,,,,,,,Chi phí khác,,,20000000,,2020-10-17,
__export__.account_move_2479_fa6b03ed,MISC/2020/0510,20000000,2020-10-16,__export__.account_journal_3_bd951307,,208,Doanh thu bán các thành phẩm,,,20000000,,2020-10-16,
,,,,,,,Hàng bán bị trả lại,,20000000,,,2020-10-16,
__export__.account_move_2008_0c584ee7,MISC/2020/0458,30000000,2020-10-16,vn_accounting.record_account_journal_closing_balance,,207 Manual,Giảm giá hàng bán,,30000000,,,2020-10-16,
,,,,,,,Doanh thu cung cấp dịch vụ,,,30000000,,2020-10-16,
__export__.account_move_429_d4ad408d,MISC/2020/0016,220000000,2020-10-16,__export__.account_journal_3_bd951307,__export__.res_partner_111_d9edeb4c,,Phải trả người bán,,220000000,,,2020-10-16,Vendor 10
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,20000000,,2020-10-16,
,,,,,,,Phương tiện vận tải truyền dẫn,,,200000000,,2020-10-16,
__export__.account_move_2007_29a6a815,MISC/2020/0457,11000000,2020-10-15,vn_accounting.record_account_journal_closing_balance,,206 Manual,Chiết khấu thương mại,Giam DT,11000000,,,2020-10-15,
,,,,,,,Doanh thu bán hàng hóa,,,11000000,,2020-10-15,
__export__.account_move_428_d6cd36af,MISC/2020/0017,200000000,2020-10-15,__export__.account_journal_3_bd951307,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,200000000,,,2020-10-15,
,,,,,,,Thành phẩm nhập kho,,,200000000,,2020-10-15,
__export__.account_move_2006_3643dff2,MISC/2020/0456,353,2020-10-14,__export__.account_journal_3_bd951307,,205,Quỹ phúc lợi,,353,,,2020-10-14,
,,,,,,,Lợi nhuận chưa phân phối năm nay,,,353,,2020-10-14,
__export__.account_move_427_337c1d1d,MISC/2020/0018,70000000,2020-10-14,__export__.account_journal_3_bd951307,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,70000000,,2020-10-14,
,,,,,,,Chi phí bằng tiền khác,,70000000,,,2020-10-14,
__export__.account_move_2005_f327aaf0,MISC/2020/0455,4212,2020-10-13,__export__.account_journal_3_bd951307,,204,Bank,,4212,,,2020-10-13,
,,,,,,,Lợi nhuận chưa phân phối năm nay,,,4212,,2020-10-13,
__export__.account_move_426_ae18b3cf,MISC/2020/0019,403000000,2020-10-13,__export__.account_journal_3_bd951307,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,403000000,,2020-10-13,
,,,,,,,Chi phí nhân viên phân xưởng,,403000000,,,2020-10-13,
__export__.account_move_2004_a80b6596,MISC/2020/0454,20000001,2020-10-12,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,203 Phạt vi phạm hợp đồng,"Phải trả, phải nộp khác",,20000001,,,2020-10-12,Customer 4
,,,,,,,Chi phí khác,Phạt vi phạm hợp đồng,,20000001,,2020-10-12,
__export__.account_move_425_84b8a717,MISC/2020/0020,55000000,2020-10-12,__export__.account_journal_3_bd951307,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,55000000,,2020-10-12,
,,,,,,,Chi phí nhân công trực tiếp,,55000000,,,2020-10-12,
__export__.account_move_2003_bb78f169,MISC/2020/0453,3445,2020-10-11,__export__.account_journal_3_bd951307,__export__.res_partner_111_d9edeb4c,202,Phải trả người bán,,3445,,,2020-10-11,Vendor 10
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,1332,,2020-10-11,
,,,,,,,Phương tiện vận tải truyền dẫn,,,2113,,2020-10-11,
__export__.account_move_424_82672005,MISC/2020/0021,10000000,2020-10-11,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,"Phải trả, phải nộp khác",,10000000,,,2020-10-11,Customer 3
,,,,,,,Chi phí khác,,,10000000,,2020-10-11,
__export__.account_move_2002_3b61c23b,MISC/2020/0452,200000001,2020-10-10,__export__.account_journal_3_bd951307,,201,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,200000001,,,2020-10-10,
,,,,,,,Thành phẩm nhập kho,,,200000001,,2020-10-10,
__export__.account_move_423_b727ea55,MISC/2020/0022,16500000,2020-10-10,__export__.account_journal_3_bd951307,,,Thuế GTGT đầu ra,,1500000,,,2020-10-10,
,,,,,,,Thu nhập khác,,15000000,,,2020-10-10,
,,,,,,,Giá mua hàng hóa,,,16500000,,2020-10-10,
__export__.account_move_2001_544dfaac,MISC/2020/0451,70000000,2020-10-09,__export__.account_journal_3_bd951307,,200,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,70000000,,2020-10-09,
,,,,,,,Chi phí bằng tiền khác,,70000000,,,2020-10-09,
__export__.account_move_422_d3bc7bfa,MISC/2020/0023,1000000,2020-10-09,__export__.account_journal_3_bd951307,,,Phải trả công nhân viên,,1000000,,,2020-10-09,
,,,,,,,Chi phí phải trả khác,,,1000000,,2020-10-09,
__export__.account_move_2000_4d0c90f4,MISC/2020/0450,330000009,2020-10-08,__export__.account_journal_3_bd951307,,199,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,330000009,,2020-10-08,
,,,,,,,Chi phí nhân viên phân xưởng,,330000009,,,2020-10-08,
__export__.account_move_421_3226cf16,MISC/2020/0024,5000000,2020-10-08,__export__.account_journal_3_bd951307,,,Chi phí phải trả khác,,5000000,,,2020-10-08,
,,,,,,,Chi phí nhân công trực tiếp,,,5000000,,2020-10-08,
__export__.account_move_1999_663832cf,MISC/2020/0449,55000000,2020-10-07,__export__.account_journal_3_bd951307,,198,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,55000000,,2020-10-07,
,,,,,,,Chi phí nhân công trực tiếp,,55000000,,,2020-10-07,
__export__.account_move_420_675d1e17,MISC/2020/0025,50000000,2020-10-07,__export__.account_journal_3_bd951307,,,Phải trả công nhân viên,,50000000,,,2020-10-07,
,,,,,,,Chi phí nhân công trực tiếp,,,50000000,,2020-10-07,
__export__.account_move_1998_43ca2475,MISC/2020/0448,10000001,2020-10-06,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,197 Phạt vi phạm hợp đồng,"Phải trả, phải nộp khác",,10000001,,,2020-10-06,Customer 3
,,,,,,,Chi phí khác,Phạt vi phạm hợp đồng,,10000001,,2020-10-06,
__export__.account_move_419_e4b5742f,MISC/2020/0026,19000000,2020-10-06,__export__.account_journal_3_bd951307,,,Chi phí khấu hao TSCĐ,,19000000,,,2020-10-06,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,19000000,,2020-10-06,
__export__.account_move_1997_aa9a50ac,MISC/2020/0447,1000001,2020-10-05,__export__.account_journal_3_bd951307,,196,Phải trả công nhân viên,,1000001,,,2020-10-05,
,,,,,,,Chi phí phải trả khác,,,1000001,,2020-10-05,
__export__.account_move_418_6f0c9888,MISC/2020/0027,20000000,2020-10-05,__export__.account_journal_3_bd951307,,,Giá mua hàng hóa,,20000000,,,2020-10-05,
,,,,,,,Giá vốn hàng bán,,,20000000,,2020-10-05,
__export__.account_move_1996_da90f07f,MISC/2020/0446,5000000,2020-10-04,__export__.account_journal_3_bd951307,,195,Chi phí phải trả khác,,5000000,,,2020-10-04,
,,,,,,,Chi phí nhân công trực tiếp,,,5000000,,2020-10-04,
__export__.account_move_417_9f075f84,MISC/2020/0028,33000000,2020-10-04,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,Phải thu của khách hàng,,33000000,,,2020-10-04,Customer 3
,,,,,,,Thuế GTGT đầu ra,,,3000000,,2020-10-04,
,,,,,,,Giảm giá hàng bán,,,30000000,,2020-10-04,
__export__.account_move_1995_496bbfe8,MISC/2020/0445,50000000,2020-10-03,__export__.account_journal_3_bd951307,,194,Phải trả công nhân viên,,50000000,,,2020-10-03,
,,,,,,,Chi phí nhân công trực tiếp,,,50000000,,2020-10-03,
__export__.account_move_416_42560a6a,MISC/2020/0029,11000000,2020-10-03,__export__.account_journal_3_bd951307,__export__.res_partner_72_87c4c22e,,Phải thu của khách hàng,,11000000,,,2020-10-03,Customer 2
,,,,,,,Thuế GTGT đầu ra,,,1000000,,2020-10-03,
,,,,,,,Chiết khấu thương mại,,,10000000,,2020-10-03,
__export__.account_move_1994_8aab1a9b,MISC/2020/0444,416,2020-10-02,__export__.account_journal_3_bd951307,,193,Chi phí khấu hao TSCĐ,,416,,,2020-10-02,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,416,,2020-10-02,
__export__.account_move_415_5f2a04aa,MISC/2020/0030,22000000,2020-10-02,__export__.account_journal_3_bd951307,__export__.res_partner_70_cff85617,,Phải thu của khách hàng,,22000000,,,2020-10-02,Customer 1
,,,,,,,Thuế GTGT đầu ra,,,2000000,,2020-10-02,
,,,,,,,Hàng bán bị trả lại,,,20000000,,2020-10-02,
__export__.account_move_1993_a67553a5,MISC/2020/0443,20000001,2020-10-01,__export__.account_journal_3_bd951307,,192,Giá mua hàng hóa,,20000001,,,2020-10-01,
,,,,,,,Giá vốn hàng bán,,,20000001,,2020-10-01,
__export__.account_move_414_b81689d9,MISC/2020/0031,100000000,2020-10-01,__export__.account_journal_3_bd951307,__export__.res_partner_76_59f55eb3,,Phải thu của khách hàng,,100000000,,,2020-10-01,Customer 6
,,,,,,,Bank,,,100000000,,2020-10-01,
__export__.account_move_2482_07b48c0f,CLOSE/2020/0146,60000000,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue deduction,Hàng bán bị trả lại,Closing balance for revenue deduction,20000000,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue deduction,,20000000,,2020-09-30,
,,,,,,,Giảm giá hàng bán,Closing balance for revenue deduction,30000000,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue deduction,,30000000,,2020-09-30,
,,,,,,,Chiết khấu thương mại,Closing balance for revenue deduction,10000000,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue deduction,,10000000,,2020-09-30,
__export__.account_move_2467_4b729675,CLOSE/2020/0133,2,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (8212),Chi phí thuế TNDN hoãn lại,Closing balance for revenue and other incomes (8212),2,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (8212),,2,,2020-09-30,
__export__.account_move_2466_3ab8e58a,CLOSE/2020/0132,5122000001,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (511),Xác định kết quả kinh doanh,Closing balance for revenue (511),11000000,,,2020-09-30,
,,,,,,,Doanh thu khác,Closing balance for revenue (511),,11000000,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),111000001,,,2020-09-30,
,,,,,,,Doanh thu bán các thành phẩm,Closing balance for revenue (511),,111000001,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),5000000000,,,2020-09-30,
,,,,,,,Doanh thu bán hàng hóa,Closing balance for revenue (511),,5000000000,,2020-09-30,
__export__.account_move_2465_c682833c,CLOSE/2020/0131,10000000,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue deduction,Chiết khấu thương mại,Closing balance for revenue deduction,10000000,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue deduction,,10000000,,2020-09-30,
__export__.account_move_2464_b44dffdc,CLOSE/2020/0130,4000000,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (642x),Chi phí bằng tiền khác,Closing balance for  expense (642x),4000000,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (642x),,4000000,,2020-09-30,
__export__.account_move_2463_41179637,CLOSE/2020/0129,86000006,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (641x),Chi phí bằng tiền khác,Closing balance for  expense (641x),80000001,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (641x),,80000001,,2020-09-30,
,,,,,,,Chi phí bảo hành,Closing balance for  expense (641x),6000005,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (641x),,6000005,,2020-09-30,
__export__.account_move_2462_c33dd85b,CLOSE/2020/0128,1899997,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (6351),Chi phí lãi vay,Closing balance for  expense (6351),1899997,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (6351),,1899997,,2020-09-30,
__export__.account_move_2461_6b3107ca,CLOSE/2020/0127,1301000007,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (632x),Giá vốn hàng bán,Closing balance for  expense (632x),1301000007,,,2020-09-30,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (632x),,1301000007,,2020-09-30,
__export__.account_move_2295_1a77eff9,CLOSE/2020/0018,30000004,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,30000004,,2020-09-30,
,,,,,,,Chi phí tài chính khác,,30000004,,,2020-09-30,
__export__.account_move_2288_e887580a,CLOSE/2020/0019,5122000001,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,5122000001,,,2020-09-30,
,,,,,,,Doanh thu khác,,,11000000,,2020-09-30,
,,,,,,,Doanh thu bán các thành phẩm,,,111000001,,2020-09-30,
,,,,,,,Doanh thu bán hàng hóa,,,5000000000,,2020-09-30,
__export__.account_move_2287_15ebd6b3,CLOSE/2020/0020,4000000,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,4000000,,2020-09-30,
,,,,,,,Chi phí bằng tiền khác,,4000000,,,2020-09-30,
__export__.account_move_2286_49d99574,CLOSE/2020/0021,86000006,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,86000006,,2020-09-30,
,,,,,,,Chi phí bằng tiền khác,,80000001,,,2020-09-30,
,,,,,,,Chi phí bảo hành,,6000005,,,2020-09-30,
__export__.account_move_2285_ec0e81a3,CLOSE/2020/0022,1301000007,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,1301000007,,2020-09-30,
,,,,,,,Giá vốn hàng bán,,1301000007,,,2020-09-30,
__export__.account_move_2284_dcbefac9,CLOSE/2020/0023,2,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,2,,2020-09-30,
,,,,,,,Chi phí thuế TNDN hoãn lại,,2,,,2020-09-30,
__export__.account_move_2283_8a835a9b,CLOSE/2020/0024,1899997,2020-09-30,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,1899997,,2020-09-30,
,,,,,,,Chi phí lãi vay,,1899997,,,2020-09-30,
__export__.account_move_1992_e91ff5d3,MISC/2020/0442,33000000,2020-09-30,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,191,Phải thu của khách hàng,,33000000,,,2020-09-30,Customer 3
,,,,,,,Thuế GTGT đầu ra,,,3000000,,2020-09-30,
,,,,,,,Giảm giá hàng bán,,,30000000,,2020-09-30,
__export__.account_move_413_e7ecdfbe,MISC/2020/0032,110000000,2020-09-30,__export__.account_journal_3_bd951307,__export__.res_partner_75_e22928fb,,Doanh thu khác,,110000000,,,2020-09-30,
,,,,,,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,,110000000,,2020-09-30,Customer 5
__export__.account_move_1991_15f3b41d,MISC/2020/0441,11000000,2020-09-29,__export__.account_journal_3_bd951307,__export__.res_partner_72_87c4c22e,190,Phải thu của khách hàng,,11000000,,,2020-09-29,Customer 2
,,,,,,,Thuế GTGT đầu ra,,,1000000,,2020-09-29,
,,,,,,,Chiết khấu thương mại,,,10000000,,2020-09-29,
__export__.account_move_412_c7e4dee4,MISC/2020/0033,130000000,2020-09-29,__export__.account_journal_3_bd951307,__export__.res_partner_75_e22928fb,,Thuế GTGT đầu ra,,10000000,,,2020-09-29,
,,,,,,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,120000000,,,2020-09-29,
,,,,,,,Phải thu của khách hàng,,,130000000,,2020-09-29,Customer 5
__export__.account_move_1990_0ec9ba16,MISC/2020/0440,22000000,2020-09-28,__export__.account_journal_3_bd951307,__export__.res_partner_70_cff85617,189,Phải thu của khách hàng,,22000000,,,2020-09-28,Customer 1
,,,,,,,Thuế GTGT đầu ra,,,2000000,,2020-09-28,
,,,,,,,Hàng bán bị trả lại,,,20000000,,2020-09-28,
__export__.account_move_411_206c76eb,MISC/2020/0034,110000000,2020-09-28,__export__.account_journal_3_bd951307,,,Thành phẩm nhập kho,,110000000,,,2020-09-28,
,,,,,,,Giá vốn hàng bán,,,110000000,,2020-09-28,
__export__.account_move_1989_869198cf,MISC/2020/0439,100000001,2020-09-27,__export__.account_journal_3_bd951307,__export__.res_partner_76_59f55eb3,188,Phải thu của khách hàng,,100000001,,,2020-09-27,Customer 6
,,,,,,,Bank,,,100000001,,2020-09-27,
__export__.account_move_410_c4fcac83,MISC/2020/0035,110000000,2020-09-27,__export__.account_journal_3_bd951307,,,Doanh thu bán các thành phẩm,,110000000,,,2020-09-27,Branch 11
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,10000000,,2020-09-27,
,,,,,,,Vốn kinh doanh ở đơn vị trực thuộc,,,100000000,,2020-09-27,Subsidiary 1
__export__.account_move_1988_4b20eb54,MISC/2020/0438,11000000,2020-09-26,__export__.account_journal_3_bd951307,__export__.res_partner_75_e22928fb,187,Doanh thu khác,,11000000,,,2020-09-26,
,,,,,,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,,11000000,,2020-09-26,Customer 5
__export__.account_move_409_1cab3d4f,MISC/2020/0036,132000000,2020-09-26,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,,Phải trả nội bộ về vốn kinh doanh,,132000000,,,2020-09-26,Subsidiary 1
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,12000000,,2020-09-26,
,,,,,,,Thành phẩm nhập kho,,,120000000,,2020-09-26,
__export__.account_move_1987_a9749c9a,MISC/2020/0437,13000000,2020-09-25,__export__.account_journal_3_bd951307,__export__.res_partner_75_e22928fb,186,Thuế GTGT đầu ra,,1000000,,,2020-09-25,
,,,,,,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,12000000,,,2020-09-25,
,,,,,,,Phải thu của khách hàng,,,13000000,,2020-09-25,Customer 5
__export__.account_move_408_9659e2f5,MISC/2020/0037,88000000,2020-09-25,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,,Phải thu của khách hàng,,88000000,,,2020-09-25,Customer 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,8000000,,2020-09-25,
,,,,,,,Chi phí bằng tiền khác,,,80000000,,2020-09-25,
__export__.account_move_1986_61f7ec4d,MISC/2020/0436,11000000,2020-09-24,__export__.account_journal_3_bd951307,,185,Thành phẩm nhập kho,,11000000,,,2020-09-24,
,,,,,,,Giá vốn hàng bán,,,11000000,,2020-09-24,
__export__.account_move_407_83910206,MISC/2020/0038,110000000,2020-09-24,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,,Thuế GTGT đầu ra,,10000000,,,2020-09-24,
,,,,,,,Doanh thu bán các thành phẩm,,100000000,,,2020-09-24,
,,,,,,,Phải thu của khách hàng,,,110000000,,2020-09-24,Customer 4
__export__.account_move_295_763dea20,MISC/2020/0039,100000000,2020-09-24,__export__.account_journal_3_bd951307,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,100000000,,,2020-09-24,
,,,,,,,"Cây lâu năm, súc vật làm việc và cho sản phẩm",,,100000000,,2020-09-24,
__export__.account_move_1985_5c0bd858,MISC/2020/0435,11000000,2020-09-23,__export__.account_journal_3_bd951307,,184,Doanh thu bán các thành phẩm,,11000000,,,2020-09-23,Branch 11
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,1000000,,2020-09-23,
,,,,,,,Vốn kinh doanh ở đơn vị trực thuộc,,,10000000,,2020-09-23,Subsidiary 1
__export__.account_move_406_99e4fcc4,MISC/2020/0040,80000000,2020-09-23,__export__.account_journal_3_bd951307,,,Hàng gửi đi bán,,80000000,,,2020-09-23,
,,,,,,,Giá vốn hàng bán,,,80000000,,2020-09-23,
__export__.account_move_294_154480d7,MISC/2020/0041,36300000,2020-09-23,__export__.account_journal_3_bd951307,__export__.res_partner_107_2f452863,,Các khoản đi vay,,36300000,,,2020-09-23,Lender 1
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,3300000,,2020-09-23,
,,,,,,,Tài sản cố định khác,,,33000000,,2020-09-23,
__export__.account_move_1984_63350b0c,MISC/2020/0434,13200000,2020-09-22,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,183,Phải trả nội bộ về vốn kinh doanh,,13200000,,,2020-09-22,Subsidiary 1
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,1200000,,2020-09-22,
,,,,,,,Thành phẩm nhập kho,,,12000000,,2020-09-22,
__export__.account_move_405_f14d3a80,MISC/2020/0042,100000000,2020-09-22,__export__.account_journal_3_bd951307,,,Thành phẩm nhập kho,,100000000,,,2020-09-22,
,,,,,,,Hàng gửi đi bán,,,100000000,,2020-09-22,
__export__.account_move_293_e14c1176,MISC/2020/0043,99000000,2020-09-22,__export__.account_journal_3_bd951307,__export__.res_partner_116_b09891c1,,Phải trả người bán,,99000000,,,2020-09-22,Vendor 6
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,9000000,,2020-09-22,
,,,,,,,Phương tiện vận tải truyền dẫn,,,90000000,,2020-09-22,
__export__.account_move_1983_f2a6f694,MISC/2020/0433,8160000102,2020-09-21,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,182,Phải thu của khách hàng,,8160000102,,,2020-09-21,Customer 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,8080000101,,2020-09-21,
,,,,,,,Chi phí bằng tiền khác,,,80000001,,2020-09-21,
__export__.account_move_404_90c5dff2,MISC/2020/0044,110000000,2020-09-21,__export__.account_journal_3_bd951307,,,Thặng dư vốn cổ phần,,10000000,,,2020-09-21,
,,,,,,,Cổ phiếu quỹ,,100000000,,,2020-09-21,
,,,,,,,Bank,,,110000000,,2020-09-21,
__export__.account_move_292_4e4cf76c,MISC/2020/0045,66000000,2020-09-21,__export__.account_journal_3_bd951307,__export__.res_partner_116_b09891c1,,Phải trả người bán,,66000000,,,2020-09-21,Vendor 6
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,6000000,,2020-09-21,
,,,,,,,"Máy móc, thiết bị",,,60000000,,2020-09-21,
__export__.account_move_1982_616fec04,MISC/2020/0432,110000002,2020-09-20,__export__.account_journal_3_bd951307,__export__.res_partner_74_9ac055a8,181,Thuế GTGT đầu ra,,10000001,,,2020-09-20,
,,,,,,,Doanh thu bán các thành phẩm,,100000001,,,2020-09-20,
,,,,,,,Phải thu của khách hàng,,,110000002,,2020-09-20,Customer 4
